Text,Sub-task A
"Very true analysis
""Kabir singh's character was shown irresponsible rich spoilt brat and only
survived just because he was having good financial background unlike a
commoner""",NAG
Omg 😂,NAG
Kabir singh lovers....hit like.....here...,NAG
Supreme Court aur journalist transgender see paida Hui hai lagta hai,NAG
Love you vaiya nice video.i love you,NAG
Not agree with you,NAG
Bollywood needs to remake movies like whiplash and taxi driver,NAG
"4 Peoples Now think i am Good
1:God
2:Mom
3:My Teacher
4:Swetabh Gangwar",NAG
the man defending that dayneis home made,NAG
"When I start to watch this I was uninterested. I doubted if it's even worth
watching. But you guys proved me wrong. Well done. Hope people become more
aware of LGBTQ. They are normal human beings just the way we are. I love the
girls end act. Mind-blowing performance 👌👌",NAG
She is mental author,NAG
You are Right Vhaiya.,NAG
"Lol u don't know what's feminism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
feminism",NAG
1000% true bro,NAG
"Simple the film is showing that they are also women who like flawed abusive
men. Have we not seen these women even in our own families? Father is abusive
but Mother keeps quiet and lives by him regardless because she loves him.
Actually the love of the women here is far more than the men. In this film the
female character she see Gabir beyond his flaw that’s what the film is about.
That’s why we need to see love beyond flaws. so Gabir Singh with with all his
flawed character there was a women who still liked him. That’s why some people
liked it.  
  
There were already many films like this already made in Tamil films over the
last decade the idea was to appeal the audience with a male dominated
character to show how an angry person who lives a gal madly and has changed
over the time. The only film that showed this very sensibly was acted by Surya
in the film Mohabbat Ke Dushman another film was acted by Vikram in Tamil film
called Sethu which was redone in Hindi by Salman Khan in Tere Naam. Gabir
Singh is actually a rip off from these Two characters nothing more also the
female characters was also rip off from the female characters from these two
films who were timid characters. So here you go the director got the idea of
writing Arjun Reddy from these two films.",NAG
nicevedio,NAG
"Homosexuality : is it natural ?[困]

Not to condemn no people, but to reclaim the fallen from this practice, is
believing that you can be changed from that stage into a better stage ,to say
that we will leave this one off & take the other, who are we to pass that kind
of judgment on our brothers & sisters .

The Question that should be asked is,
where did this perversion of this deviation come about ?

Cause when God created this universe & everything in this universe to obey Him
& His law , the sun obeys the law under which it is created ,the moon ,the
stars , this planet earth obeys the law of its creation. and what we see in
the creation is no ,creature deviates from the law under which it is created.
The planet moves in its orbit not disobeying the law not even , one fraction
of a second & astronomers can bear this witness .

i dont care where you find, an ant , a bee , a fowl , a fish. They all obey
the nature in which they are created, men is not created to deviate from a
certain nature in which he is created.

the planet earth is created to incline to the plain of its orbit 23°c ,30
minutes ,The planet inclines to the plain of its orbit, this is a natural
inclination or leaning.

Man by nature is inclined towards the female & the female by nature leans
towards the man.

Now i want to know ,where did this , deviation come from?

it was not until a man that was made years ago ,from the original man ,made
opposite to the nature of the natural man, made to deviate from the natural
way of God & man ,made an opposser of the natural way & deviates from the
natural course, His whole life style will be a deviation.

The Bible clearly says ,he changed the ""TRUTH"" of God into a lie & when you
pervert the truth of God & make it a lie ,than what follows from that is a
system of perversion of deviation. we didn't have brothers in Africa walking
around with broken wrists .

since people were taught and learned of this behavior we can un-learn this
behavior.

Scripture says ""as a man thinketh so is he "" if you make a man to think like a
woman ,We have seen that ""Thought"" is so powerful it projects itself totally
on the man's brain & it begins to reshape the material so that a man ,who
thinks like a woman , his face, his features, his movements everything about
him begins to change according to his thoughts.

So scripture says "" behold I the sovereign Lord, make all things new"" so we
must get ride of the deviation and bring man back into the natural order in
which he is created & the only way to do that is to place in mans brain a new
thought & that new thought will bring up a new idea and that new idea will
reshape the ""matter"" of the man ,change the form of the man & change the
expression of the man.

There is no such thing as a homosexual that cannot be changed ,there is no
such thing as a ""lesbian"" that cannot be changed, God is here to change us all
up ,into a new growth & bring us back to the natural order in which we were
created.",NAG
"Nupur, you are mad to shout over someone like this, and Arnab, are you an
anchor?? You let Nupur go on shouting and use shitty words for so long..",NAG
"Achyuth Thouta don't hate bro that too comes in india only love good people n
hate bad peoples . But in South their is no such distraction .",NAG
"S k
7079116531
Hii",NAG
Same here. i was waiting for this video.,NAG
ha ha ha,NAG
"@Hasan Sardar  
Me from earth",NAG
so sweet,NAG
"Homosexual as I saw in buses and movies.... Clapping and dancing. Its not for
Army. Army represent our country and I m with General Sir.",NAG
sir plzz sir titanic plzz,NAG
"Real mind like pure Indian,  
Ery one should learn from u'  
[15:40](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=15m40s) se excelent",NAG
Is to good bro,NAG
Fg Fyy,NAG
"I am an homosexual person and proud to be on my homosexuality !  
According to indian constitution we have three genders and homosexuality is
legal in India so if someone is saying NO to homosexuality or transgenders
this means they are not obeying the indian constitution.  
  
I was NCC cadet and when we are in NCC we get a news that army officers or
soldiers sometimes they sexually abuse to girlish or an innocent I am the
witness I saw this and heard during the NCC period.  
Next I have made physical relationship with men who were or still they are
working with defence forces. So no one can come forward and say that in
defence we have no homosexual. There are but they are in closet.  
Second there are many news where soldiers abused or physically harassed girls
so no one can say that if homosexual will join defence so they will tease the
or harass the straight soldiers.  
  
Homosexual people are normal they are not prostitute who need Sex all the
time.  
  
Please don’t respect transgender and homosexual people if you don’t want  
But at least respect your constitution who legalised them  
  
  
  
According to Ramayana  
Ram god said kalyug May hijaray Raj karenge  
  
  
  
God bless you all from your homosexual brother",NAG
You are right dada,NAG
Nice video Bass,NAG
Burnol?,NAG
9777070288,NAG
ek problem hai   Main parents ke saath nahi dekh payunga.,NAG
This video is for Sucharita Tyagi from Film Companion.👍,NAG
Take steps corruption free govt of India,NAG
"rightly said Kishwar, 'lunatic fringe', 'wacko'. I'm adding 'bitch'.",NAG
**Who is missing or londe**,NAG
Dude Sandeep vanga should watch this ... sahi hai yaar :),NAG
Amazing superb,NAG
Nice message,NAG
Well done . Justice delivered,NAG
lady,NAG
Exat bro right,NAG
@ardhendu dasgupta xxx,NAG
arjun reddy better than kabit singh,NAG
Nice 👍,NAG
Isn't she sexy,NAG
Contact me 8638171924,NAG
"@Jatin Singh Yadav Still I would say both of them are far better than kabir
singh.Still i would say both of them are great (Martian and Mission
mangal)..Enjoy your day buddy.",NAG
Arundhati's hair looks like crow nest 😂😂😂🐗🐗🐗😜😜😋😋,NAG
So honest . At least someone understood the things.🌼,NAG
"There is a saying,two pair of breasts connot be in the same room.",NAG
You are great,NAG
These types of people should live in Pakistan in Peace,NAG
Very nice,NAG
"Bollywood characters are also somehow influenced by previous generation
Bollywood characters.",NAG
"I'm a feminist but I totally agree with everything you said. Kabir Singh is a
masterpiece ❤️💯",NAG
"Why is she bothered, let her join Congress",NAG
Oooooooooo No....🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️🙆🏾‍♂️🙆🏽‍♂️,NAG
Just wow,NAG
U r rock jo aapne kha everything is ryt,NAG
Sir pls put ur views...on JOKER movie....plz if possible..!!,NAG
"Kabir Singh is best movie  
If u r stupid enough  
But if u ever seen some videos of Shwetabh bhai  
You will realise how dumb that movie was",NAG
Modi is doing more damage to India than any enemy would,NAG
"U guys don’t get the point. There was no CAA when NPR and NRC was proposed.
The problem is when CAA is combined with NRC. Duh",NAG
"This should be on
[#trending](http://www.youtube.com/results?search_query=%23trending)",NAG
Soo ..nice..,NAG
In hindi,NAG
"simple, we are taking about sexual equality . so after investigation police
can arrested male member but if case found false than female should be
punished",NAG
Fabulous.Totally agree with you.100%truth.,NAG
Hahahaha niceeee justification,NAG
"@Ahalyaa Namid I am sorry I didn't get u, I'll give u my number & u won't text
me on WhatsApp is it? I don't use much of fb as when college starts I'll be
busy again that's why",NAG
"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time
we stop giving this ""fringe lunatic"" and fake liberal leftist this woman
called Arundhati Roy any media attention. Everything about her is so fake that
I feel that she does everything only for media attention.",NAG
so nc dear,NAG
Just was waiting for your review.,NAG
I love how ironic this comment is,NAG
And I was about to watch it tonight😬,NAG
