Text,Sub-task B
"Please give a spoiler talk on Dark Knight do you watch The Dark Knight and you
also like Heath Ledger as acting as Joker",NGEN
"Madam Arundhati Roy go to Kapil Sharma show, insensible incompetence politics
.",NGEN
+MR Romantic Pawan ok,NGEN
Thanks you apu,NGEN
"Everyone should go and watch this film . It is the big slap on these useless
people.",NGEN
Real and best review on YouTube,NGEN
"Who else didnt even considered watching kabir singh after watching its trailer
???",NGEN
Real hero,NGEN
This movie was copied . copycat Bollywood,NGEN
Good OK,NGEN
Me to bro people do think that we guys don't have movie sense,NGEN
Akdam thik bolechen dada.,NGEN
"<https://youtu.be/C-lRyevxevA>  
  
  
Is review ka rply do plzz  
Must needed 🔥😤",NGEN
"Government waiting to interfere with all it's intelligence to keep her mouth
shut for ever",NGEN
Sir plz like my comment,NGEN
Super boss😎😎,NGEN
"It would be great if you could regularly share some books/movies/short films
that are constructive in nature, some or other ways of entertainment.
I remember you starting a book club, 'Homo Sapiens' was the book, we need some
more initiatives like that.
Much love, support and respect like always!",NGEN
best of luck 2018,NGEN
"Take notes from fight club , Tyler durden is the badass and coolest character
Ever , but the writer only says he is the negative character and not a
character to take inspiration from but in Kabir Singh things end up in favour
of him , telling be like Kabir Singh it's nothing wrong",NGEN
Arundhati Roy is a disgrace to India.It's sad.,NGEN
"Shwetabh, i would really like to hear your thoughts on joker. It will be
really great if you come up with that.",NGEN
"As doctor,i realized to work on my physique and stay fit,thats what i got from
it,rest is bullshit",NGEN
So basically kabir singh is tere naam' s radhe on drugs,NGEN
Wonderful videoooo I like it,NGEN
Love metal 🤘,NGEN
"I just hate this movie though I have no hatred or doubt about Shahid acting .
He really nailed his role . But this kind of movie is not made for India.
Bollywood is producing nothing just crap movies with a small pinch of 'love' .
They need to grow up .
Even Indians need to grow up too.",NGEN
"A medico here ! 10 hours daily study is must to pass annual exams in MBBS
atleast .",NGEN
That is not ranu mondal fault... That is her Educational problem,NGEN
Best review bro keep it up.,NGEN
Great work sir 👌👌,NGEN
My WhatsApp and imo number is+96565897567,NGEN
Nice bro 👌👌👍👍,NGEN
Right boss,NGEN
nyc video,NGEN
Yeah...,NGEN
"If you still think Bollywood is GARBAGE then see the trailer called
""ADVENTURES OF SRIMANARAYANA""",NGEN
"I agree with a lot of what you said. But a lot of things didnt make any sense,
like the way the love develops felt artificial and forced, and not
organically. Really not about feminism or misogynist, the movie as such didnt
make much sense.",NGEN
Finally someone said it! Thank you mensutra for this video👍👏👏👏,NGEN
How about joker!??? Please review it😇,NGEN
Exactly! I completely agree,NGEN
Hahaha,NGEN
Plsssss make a review on Tamil movie Romeo Juliet,NGEN
If get right answers then Arnab saying ayk minute or one minute,NGEN
A very good answer to all the pseudo liberals Nd pseudo feminists 👏🏻👏🏻,NGEN
@Film Mart think you,NGEN
'toxic' is the new 'sexy' 💪,NGEN
Share dis to evryone..,NGEN
"By filling our lungs with smoke and then dying to cancer? You mean that's how
men should be",NGEN
Be🙏,NGEN
"true review about film and fake librals too.. prateek sir.keep it up the same
honesty.",NGEN
"I read a blog post of India Today they were trying to defame the film by
giving bad reviews. They even called Arjun Reddy B grade film.. That's really
disgusting..",NGEN
"You had me at "" ad hominem"".  
  
Saw some good content after a long time!  
  
Good job.",NGEN
@Ritwik Sinha perfect 😂,NGEN
"I love films like kabir singh. Why? It reduces the competition. After watching
KS many teenagers and also adults started following him. They just destroyed
their next 3-4 years. Competition over.",NGEN
Epic🔥😂,NGEN
Absolutely right.,NGEN
Agree with u,NGEN
Well said bro ! Keep it up,NGEN
"Please don't put gay people in bad light. Even i am gay and i am proud of
myself but that doesn't mean that i will kill others for the sake of my
happiness.",NGEN
"Hit like if you want shwetabh Bhai to give review of all major Bollywood
movies releasing so as to give youths a right direction",NGEN
"As long as India entertains Bangladesh we will have such problems.
The names of the accused shows how one religion that wants to impose their
teachings on the society, itself is corrupted.
This case really shook me. WB administration also did not support the common
man, whether it was madhyamgram, kamduni or park street case.
I m ashamed",NGEN
"U said true bro  
This talk is to. Most of the fanpages on social media",NGEN
"The country, where intellectuals like Arundhati Roy are not respected , it is
bound to be degrade...She is far intelligent than these hired criminal
journalist...  
I will slap out those who will come to my house regarding NPR.  
They have already adhaar card and NSSO organisation for carrying out social
survey. Actually NPR is a sin in the garb of showing it as a some kind of
social survey...BJP decline has started and soon we will witness it's free
fall",NGEN
"Feminism is socioeconomic equality... No one should rape anyone. How bizzare
is that. Feminism is about having equal opportunity and responsibility",NGEN
Correct i am fully agree with you,NGEN
"So saddd... Today I'm clear about this case ......
Tq director of police file for make this episode",NGEN
"Thank you for making this video brother I was waiting for this review .I
didnot watch this movie but i saw few review on youtube where as you said they
are juding the kabir singh character .At one point i even agreed at few points
bcz in the songs two scenes i too dislike yes i agree but after watching your
video now i understood and out of this confusion ☺.Hope you make more such
videos in future",NGEN
@Pratik Borade <https://youtu.be/3qD3Sf6Jp2o>,NGEN
"Ajay Kumar Gupta ase bhi India is d second most populated country in d
world..for your kind information 😑...n yeah love doesn't see anything...I am
straight..but I support LGBT...",NGEN
[1:33](https://www.youtube.com/watch?v=jpxULgfrT0k&t=1m33s) GTA V,NGEN
"Perfect review . Attraction in opposide zender its normally btt. Dedication
about love. And loyality is main. Kabir singh is. Also a human. Btt he is pure
about love. Everybody make some mistakes bt its on u that u have loyal and.
Good",NGEN
Very nice😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,NGEN
"Modern Feminism is a cancer to the society.  
Prove me wrong...",NGEN
There is nothing like toxic masculinity... Its all masculinity,NGEN
both,NGEN
She should be jailed immediately,NGEN
"I missed you omggg, thank you for educating us the right way sir🙏🙏",NGEN
"Don't mix liberalism with feminism. U r very dillusional and u don't
understand wat the problem with Kabir Singh is. I don't even feel like seeing
ur videos every again. Unsubscribing u.. I hope ur daughter gets a bf like
Kabir Singh.",NGEN
"Bro , book kha hai aapko???  
Can wait to buy for myself and gift to loved ones!!!",NGEN
U nailed it!!!,NGEN
"arnab u r exposing urself...........just one debate on the work of govt
......i know its not possible to expose ur owener(bjp) ...........u r not a
journalist",NGEN
Yess,NGEN
You deserve 10 million subscribers. 👏,NGEN
"People who says that ""movies don't affect in real life"" don't know that we are
Indias and we made temples of actors and we prey them like a god.",NGEN
Well said sir👌,NGEN
"She is provoking peoples against government by saying we should not give
remaining 4 years time to current government...!  
  
She is a thread to National security... Opinion are welcome but without any
significant proofs you can't say anything... We support BJP & Modi ji in every
possible manner....!!!!! 🇮🇳🇮🇳🇮🇳🇮🇳",NGEN
It's very good message you gave.. thanks a lot.,NGEN
Omg so much horrible,NGEN
"Arnob you a corrupt man , fake and one of the biggest liar,,, are you a
journalist or a business man faking every evening,,,",NGEN
Supreme court knows how wife misuse law.,NGEN
"I was on verge of being impressed by your (queer) perspective of almost all
other movies like Raazi and Mulk coz I had opposite take on these 2 movies.
But this one knocked me off. I m done. I can't continue further. God bless you
and your subscribers.",NGEN
"@akshay Viswambharan ditching the Bible or God leads to a godless society with
no morals...just like west rejected God and Bible and became immoral and
hopeless...  
  
  
With Jesus their is blessing without him there would be hell where you would
go forever and ever....give your life to Jesus there is still time...i am just
a bringer of truth to you....God is the witness on the day of judgement.",NGEN
You are the best critic,NGEN
Congress always has been crminial mindset,NGEN
"Dowry / Domestic Violence (JUSTICE FOR MEN)  
  
Team Nexus is an NGO (Non profit Non GOVT organization), engaged in social
work to serve the Families that seek to assist to resolve and recover from
minor domestic disputes / tussle / allegations etc. These Families suffer
trauma and depression in their attempts to be together again. Our first
priority is to save the family by mending the bitter relationship and also
know the reality of the allegations irrespective of gender. We directly or
indirectly help others to, support the main victims of domestic dispute and
domestic violence. Family tension affects people from all walks of life
regardless of gender, sexual orientation or race. Men, in particular, suffer
because of the lack of recognition and awareness by society and often the lack
of local services available to support them. It is a travesty of justice; we
cannot silently ignore because we've felt the sting of false accusations made
by women of domestic violence or anti dowry act (498A), and resolved to try to
prevent this injustice from continuing. We haven't been able to stop it, but
we wish to help male victims to fight against injustice side of the system.  
IF YOU ARE A MALE VICTIM YOU ARE NEITHER “WEAK” NOR “ALONE” CALL US FOR
EMOTIONAL AND LEGAL SUPPORT AT :09814055672, CHANDIGARH",NGEN
